Day,Hour,Total_Vehicles,Signal_1_Vehicles,Signal_2_Vehicles,Signal_3_Vehicles,Signal_4_Vehicles,Signal_1_Timings,Signal_2_Timings,Signal_3_Timings,Signal_4_Timings,Avg_Queue_Length,Avg_Delay_Time
Monday,0,168,40,35,51,42,G:47|R:43,G:57|R:33,G:29|R:61,G:56|R:34,12.72,27.26
Tuesday,16,674,176,174,176,148,G:32|R:88,G:38|R:82,G:58|R:62,G:41|R:79,13.71,27.39
Tuesday,17,320,71,76,89,84,G:54|R:66,G:52|R:68,G:29|R:91,G:33|R:87,18.31,25.8
Tuesday,18,584,156,152,122,154,G:21|R:99,G:40|R:80,G:48|R:72,G:59|R:61,6.17,24.23
Tuesday,19,569,142,137,154,136,G:44|R:76,G:58|R:62,G:43|R:77,G:49|R:71,19.13,13.85
Tuesday,20,316,72,73,85,86,G:43|R:77,G:40|R:80,G:46|R:74,G:40|R:80,10.39,38.07
Tuesday,21,94,26,31,15,22,G:48|R:42,G:50|R:40,G:58|R:32,G:45|R:45,18.41,10.59
Tuesday,22,103,26,22,33,22,G:56|R:34,G:58|R:32,G:37|R:53,G:29|R:61,16.81,36.65
Tuesday,23,83,29,15,19,20,G:50|R:40,G:56|R:34,G:53|R:37,G:46|R:44,16.69,32.56
Wednesday,0,267,60,66,73,68,G:35|R:55,G:49|R:41,G:26|R:64,G:54|R:36,12.04,14.26
Wednesday,1,399,93,100,105,101,G:42|R:48,G:31|R:59,G:42|R:48,G:22|R:68,17.69,24.98
Wednesday,2,55,17,13,13,12,G:32|R:58,G:56|R:34,G:36|R:54,G:47|R:43,19.42,38.33
Wednesday,3,198,55,44,47,52,G:53|R:37,G:44|R:46,G:48|R:42,G:30|R:60,8.67,14.72
Wednesday,4,208,48,53,52,55,G:53|R:37,G:20|R:70,G:49|R:41,G:54|R:36,15.42,13.8
Wednesday,5,209,42,61,50,56,G:23|R:67,G:53|R:37,G:24|R:66,G:45|R:45,17.91,38.35
Wednesday,6,152,40,33,43,36,G:38|R:52,G:20|R:70,G:20|R:70,G:32|R:58,8.59,43.28
Wednesday,7,457,107,106,121,123,G:56|R:64,G:25|R:95,G:54|R:66,G:36|R:84,16.38,16.31
Wednesday,8,613,148,157,151,157,G:44|R:76,G:32|R:88,G:43|R:77,G:24|R:96,19.02,29.51
Wednesday,9,908,251,216,216,225,G:39|R:81,G:35|R:85,G:50|R:70,G:34|R:86,19.39,23.26
Wednesday,10,933,216,219,251,247,G:49|R:71,G:27|R:93,G:37|R:83,G:58|R:62,7.87,16.21
Wednesday,11,484,107,137,104,136,G:45|R:75,G:20|R:100,G:51|R:69,G:26|R:94,9.15,41.64
Wednesday,12,633,167,149,155,162,G:27|R:93,G:45|R:75,G:51|R:69,G:43|R:77,6.83,18.85
Wednesday,13,707,178,186,174,169,G:55|R:65,G:29|R:91,G:52|R:68,G:31|R:89,19.47,30.94
Wednesday,14,684,183,162,186,153,G:37|R:83,G:26|R:94,G:30|R:90,G:51|R:69,8.1,34.1
Wednesday,15,993,250,256,236,251,G:35|R:85,G:28|R:92,G:46|R:74,G:50|R:70,11.58,25.39
Wednesday,16,316,85,88,65,78,G:35|R:85,G:40|R:80,G:26|R:94,G:22|R:98,7.46,38.48
Wednesday,17,426,107,104,111,104,G:30|R:90,G:56|R:64,G:50|R:70,G:57|R:63,19.3,18.27
Wednesday,18,585,149,146,145,145,G:33|R:87,G:43|R:77,G:44|R:76,G:30|R:90,14.33,24.0
Wednesday,19,940,230,239,217,254,G:59|R:61,G:36|R:84,G:55|R:65,G:21|R:99,13.6,14.83
Wednesday,20,807,193,210,199,205,G:22|R:98,G:48|R:72,G:51|R:69,G:41|R:79,6.14,24.49
Wednesday,21,75,19,21,23,12,G:46|R:44,G:30|R:60,G:46|R:44,G:40|R:50,10.11,10.39
Wednesday,22,128,29,29,33,37,G:54|R:36,G:49|R:41,G:29|R:61,G:35|R:55,15.71,16.44
Wednesday,23,163,37,41,45,40,G:37|R:53,G:54|R:36,G:48|R:42,G:29|R:61,18.84,11.01
Thursday,0,183,39,46,49,49,G:24|R:66,G:47|R:43,G:24|R:66,G:22|R:68,13.67,36.33
Thursday,1,173,47,48,31,47,G:22|R:68,G:54|R:36,G:26|R:64,G:22|R:68,15.66,20.42
Thursday,2,293,71,74,73,75,G:42|R:48,G:32|R:58,G:20|R:70,G:47|R:43,16.64,22.43
Thursday,3,337,78,81,91,87,G:52|R:38,G:35|R:55,G:35|R:55,G:59|R:31,8.96,13.76
Thursday,4,95,23,30,26,16,G:30|R:60,G:57|R:33,G:36|R:54,G:34|R:56,5.25,44.76
Thursday,5,212,54,51,64,43,G:41|R:49,G:29|R:61,G:29|R:61,G:41|R:49,18.56,26.87
Thursday,6,191,42,59,43,47,G:49|R:41,G:42|R:48,G:40|R:50,G:26|R:64,7.14,15.14
Thursday,7,548,147,142,124,135,G:26|R:94,G:29|R:91,G:59|R:61,G:57|R:63,10.44,25.79
Thursday,8,877,208,221,227,221,G:51|R:69,G:52|R:68,G:52|R:68,G:32|R:88,18.61,27.05
Thursday,9,373,90,90,92,101,G:23|R:97,G:21|R:99,G:36|R:84,G:53|R:67,16.69,32.07
Thursday,10,330,76,87,93,74,G:50|R:70,G:26|R:94,G:20|R:100,G:42|R:78,5.97,43.31
Thursday,11,564,147,133,136,148,G:27|R:93,G:59|R:61,G:57|R:63,G:36|R:84,6.05,40.44
Thursday,12,869,203,238,206,222,G:52|R:68,G:49|R:71,G:58|R:62,G:40|R:80,14.92,28.1
Thursday,13,930,234,243,222,231,G:36|R:84,G:49|R:71,G:39|R:81,G:50|R:70,9.01,17.97
Thursday,14,201,51,51,52,47,G:45|R:75,G:59|R:61,G:39|R:81,G:38|R:82,12.18,44.92
Thursday,15,854,217,208,201,228,G:40|R:80,G:50|R:70,G:44|R:76,G:58|R:62,14.99,13.54
Thursday,16,640,170,158,150,162,G:42|R:78,G:51|R:69,G:31|R:89,G:28|R:92,17.46,20.27
Thursday,17,457,101,119,130,107,G:47|R:73,G:51|R:69,G:51|R:69,G:42|R:78,12.95,21.84
Thursday,18,822,200,194,214,214,G:40|R:80,G:42|R:78,G:55|R:65,G:57|R:63,14.11,33.18
Thursday,19,461,125,108,122,106,G:59|R:61,G:52|R:68,G:27|R:93,G:51|R:69,12.5,17.45
Thursday,20,561,139,135,152,135,G:42|R:78,G:44|R:76,G:38|R:82,G:28|R:92,12.06,39.51
Thursday,21,358,87,77,100,94,G:22|R:68,G:29|R:61,G:21|R:69,G:25|R:65,19.36,36.49
Thursday,22,129,26,33,34,36,G:57|R:33,G:39|R:51,G:39|R:51,G:56|R:34,10.83,41.91
Thursday,23,275,80,65,67,63,G:48|R:42,G:54|R:36,G:33|R:57,G:47|R:43,14.8,41.13
Friday,0,327,89,78,88,72,G:42|R:48,G:27|R:63,G:21|R:69,G:58|R:32,11.99,19.66
Friday,1,184,42,47,40,55,G:22|R:68,G:22|R:68,G:41|R:49,G:58|R:32,10.5,37.61
Friday,2,276,69,75,62,70,G:31|R:59,G:42|R:48,G:23|R:67,G:37|R:53,19.08,41.74
Friday,3,187,44,48,49,46,G:34|R:56,G:57|R:33,G:21|R:69,G:25|R:65,9.47,21.08
Friday,4,210,46,67,43,54,G:29|R:61,G:39|R:51,G:45|R:45,G:40|R:50,10.84,10.77
Friday,5,328,77,88,79,84,G:27|R:63,G:45|R:45,G:59|R:31,G:53|R:37,13.04,15.53
Friday,6,109,29,27,18,35,G:32|R:58,G:50|R:40,G:53|R:37,G:22|R:68,13.12,42.56
Friday,7,462,105,127,119,111,G:39|R:81,G:53|R:67,G:32|R:88,G:49|R:71,19.05,20.19
Friday,8,612,156,156,140,160,G:45|R:75,G:26|R:94,G:20|R:100,G:45|R:75,16.37,11.68
Friday,9,877,238,231,206,202,G:21|R:99,G:24|R:96,G:28|R:92,G:24|R:96,8.34,37.8
Friday,10,577,130,148,151,148,G:41|R:79,G:45|R:75,G:35|R:85,G:43|R:77,19.98,18.04
Friday,11,455,114,100,102,139,G:30|R:90,G:35|R:85,G:31|R:89,G:45|R:75,19.47,32.82
Friday,12,704,175,182,172,175,G:51|R:69,G:56|R:64,G:49|R:71,G:22|R:98,13.5,44.21
Friday,13,590,145,156,143,146,G:40|R:80,G:53|R:67,G:47|R:73,G:42|R:78,11.61,11.74
Friday,14,535,133,125,139,138,G:48|R:72,G:25|R:95,G:20|R:100,G:48|R:72,5.7,26.64
Friday,15,602,148,144,164,146,G:51|R:69,G:50|R:70,G:42|R:78,G:45|R:75,13.86,15.08
Friday,16,674,166,175,162,171,G:45|R:75,G:38|R:82,G:21|R:99,G:45|R:75,11.39,17.08
Friday,17,339,82,79,87,91,G:33|R:87,G:36|R:84,G:26|R:94,G:42|R:78,13.49,33.18
Friday,18,720,182,165,193,180,G:30|R:90,G:21|R:99,G:59|R:61,G:23|R:97,19.98,36.68
Friday,19,459,123,110,116,110,G:48|R:72,G:32|R:88,G:56|R:64,G:43|R:77,6.41,38.73
Friday,20,971,241,272,206,252,G:26|R:94,G:34|R:86,G:42|R:78,G:57|R:63,9.01,18.72
Friday,21,239,57,50,68,64,G:38|R:52,G:49|R:41,G:36|R:54,G:33|R:57,16.77,25.76
Friday,22,308,72,71,90,75,G:57|R:33,G:31|R:59,G:20|R:70,G:25|R:65,12.99,16.38
Friday,23,343,89,101,75,78,G:38|R:52,G:49|R:41,G:48|R:42,G:33|R:57,9.19,14.53
Saturday,0,113,33,26,32,22,G:21|R:69,G:27|R:63,G:47|R:43,G:24|R:66,19.0,16.24
Saturday,1,117,38,29,25,25,G:25|R:65,G:43|R:47,G:54|R:36,G:32|R:58,5.04,36.12
Saturday,2,63,12,13,14,24,G:43|R:47,G:55|R:35,G:50|R:40,G:45|R:45,13.0,27.14
Saturday,3,136,30,42,32,32,G:41|R:49,G:57|R:33,G:36|R:54,G:46|R:44,18.19,27.93
Saturday,4,385,100,87,108,90,G:25|R:65,G:27|R:63,G:38|R:52,G:34|R:56,17.89,40.07
Saturday,5,127,32,34,28,33,G:47|R:43,G:30|R:60,G:40|R:50,G:47|R:43,19.47,15.38
Saturday,6,61,11,14,16,20,G:32|R:58,G:27|R:63,G:32|R:58,G:44|R:46,7.33,31.92
Saturday,7,211,64,50,48,49,G:46|R:74,G:52|R:68,G:27|R:93,G:34|R:86,19.02,35.96
Saturday,8,994,263,257,258,216,G:48|R:72,G:51|R:69,G:53|R:67,G:40|R:80,8.68,20.78
Saturday,9,738,189,207,169,173,G:34|R:86,G:48|R:72,G:22|R:98,G:30|R:90,15.95,16.06
Saturday,10,668,157,165,174,172,G:59|R:61,G:23|R:97,G:40|R:80,G:33|R:87,5.44,30.41
Saturday,11,815,184,199,211,221,G:45|R:75,G:20|R:100,G:52|R:68,G:23|R:97,5.94,13.44
Saturday,12,545,122,150,134,139,G:54|R:66,G:30|R:90,G:30|R:90,G:51|R:69,9.05,17.42
Saturday,13,565,138,149,145,133,G:41|R:79,G:28|R:92,G:59|R:61,G:45|R:75,14.29,20.06
Saturday,14,996,244,253,249,250,G:38|R:82,G:40|R:80,G:55|R:65,G:38|R:82,12.36,29.08
Saturday,15,314,66,88,84,76,G:51|R:69,G:42|R:78,G:46|R:74,G:20|R:100,13.34,25.57
Saturday,16,596,167,129,161,139,G:51|R:69,G:52|R:68,G:51|R:69,G:27|R:93,17.64,41.19
Saturday,17,254,71,67,55,61,G:45|R:75,G:26|R:94,G:53|R:67,G:24|R:96,15.81,33.53
Saturday,18,637,181,152,147,157,G:53|R:67,G:41|R:79,G:32|R:88,G:32|R:88,12.2,14.26
Saturday,19,238,54,64,62,58,G:32|R:88,G:59|R:61,G:47|R:73,G:37|R:83,10.54,17.23
Saturday,20,950,257,240,232,221,G:41|R:79,G:34|R:86,G:57|R:63,G:30|R:90,12.73,33.71
Saturday,21,190,39,48,54,49,G:30|R:60,G:26|R:64,G:59|R:31,G:31|R:59,14.3,24.59
Saturday,22,93,24,26,18,25,G:44|R:46,G:38|R:52,G:56|R:34,G:51|R:39,11.43,32.96
Saturday,23,190,51,37,49,53,G:42|R:48,G:36|R:54,G:46|R:44,G:53|R:37,11.09,32.56
Sunday,0,226,53,56,60,57,G:47|R:43,G:28|R:62,G:20|R:70,G:37|R:53,18.71,28.07
Sunday,1,58,15,10,14,19,G:26|R:64,G:58|R:32,G:25|R:65,G:34|R:56,9.11,42.65
Sunday,2,173,47,40,45,41,G:59|R:31,G:32|R:58,G:31|R:59,G:35|R:55,10.85,41.99
Sunday,3,396,98,97,95,106,G:58|R:32,G:46|R:44,G:54|R:36,G:47|R:43,7.11,35.5
Sunday,4,360,85,91,93,91,G:21|R:69,G:26|R:64,G:48|R:42,G:50|R:40,18.46,26.46
Sunday,5,103,25,19,30,29,G:32|R:58,G:57|R:33,G:58|R:32,G:44|R:46,16.26,21.18
Sunday,6,316,69,90,71,86,G:26|R:64,G:34|R:56,G:58|R:32,G:59|R:31,18.12,21.66
Sunday,7,955,245,233,248,229,G:59|R:61,G:54|R:66,G:26|R:94,G:22|R:98,11.34,27.29
Sunday,8,487,132,108,129,118,G:24|R:96,G:35|R:85,G:55|R:65,G:33|R:87,18.16,22.97
Sunday,9,711,191,189,162,169,G:55|R:65,G:20|R:100,G:24|R:96,G:58|R:62,12.34,36.69
Sunday,10,860,208,211,223,218,G:55|R:65,G:30|R:90,G:55|R:65,G:43|R:77,12.48,24.8
Sunday,11,530,109,146,137,138,G:34|R:86,G:44|R:76,G:24|R:96,G:33|R:87,16.42,16.12
Sunday,12,713,187,170,173,183,G:44|R:76,G:55|R:65,G:49|R:71,G:29|R:91,10.52,30.35
Sunday,13,214,41,59,54,60,G:29|R:91,G:29|R:91,G:35|R:85,G:22|R:98,8.32,14.49
Sunday,14,922,237,237,247,201,G:51|R:69,G:32|R:88,G:42|R:78,G:42|R:78,19.39,14.95
Sunday,15,244,54,56,74,60,G:30|R:90,G:25|R:95,G:35|R:85,G:38|R:82,12.55,42.29
Sunday,16,619,152,134,158,175,G:48|R:72,G:58|R:62,G:57|R:63,G:47|R:73,12.96,25.78
Sunday,17,794,189,192,200,213,G:59|R:61,G:41|R:79,G:26|R:94,G:32|R:88,10.9,25.04
Sunday,18,506,124,136,127,119,G:38|R:82,G:57|R:63,G:52|R:68,G:35|R:85,5.65,33.96
Sunday,19,943,208,225,251,259,G:27|R:93,G:43|R:77,G:33|R:87,G:28|R:92,17.8,17.13
Sunday,20,760,187,213,176,184,G:25|R:95,G:42|R:78,G:36|R:84,G:26|R:94,17.72,37.2
Sunday,21,69,13,15,16,25,G:38|R:52,G:20|R:70,G:26|R:64,G:30|R:60,14.38,16.33
Sunday,22,286,69,69,77,71,G:55|R:35,G:48|R:42,G:44|R:46,G:23|R:67,14.24,34.81
Sunday,23,266,60,60,68,78,G:21|R:69,G:52|R:38,G:37|R:53,G:54|R:36,10.42,29.41
